;W_VM_G;HP_ID_Reg;W_ID;W_GEW;W_HOCH;W_SZ;W_AZ;zweck;wegkm;wegmin_imp1;ST_JAHR;ST_MONAT;ST_WOCHE;ST_WOTAG;W_SZS;W_SZM;W_AZS;W_AZM;W_FOLGETAG;weg_intermod
527;1;1895;2;0.109760549;29.41823203;44100;44400;7;0.76;5;2016;12;49;5;12;15;12;20;0;1
528;1;1895;3;0.109760549;29.41823203;52500;53700;4;8.55;20;2016;12;49;5;14;35;14;55;0;0
529;1;1895;4;0.109760549;29.41823203;56700;57900;8;8.55;20;2016;12;49;5;15;45;16;5;0;0
530;1;525;1;0.150761835;40.40747513;21600;22380;1;2.7;13;2016;7;28;2;6;0;6;13;0;1
531;0;525;2;0.150761835;40.40747513;23220;25500;1;72;38;2016;7;28;2;6;27;7;5;0;1
532;0;525;3;0.150761835;40.40747513;26040;26400;1;5.4;6;2016;7;28;2;7;14;7;20;0;1
533;0;525;4;0.150761835;40.40747513;26400;26820;1;0.2;7;2016;7;28;2;7;20;7;27;0;0
534;1;525;5;0.150761835;40.40747513;55500;61620;8;81;102;2016;7;28;2;15;25;17;7;0;1
535;1;525;6;0.150761835;40.40747513;62280;62820;8;2.85;9;2016;7;28;2;17;18;17;27;0;0
536;1;525;7;0.150761835;40.40747513;66960;68880;7;16.15;32;2016;7;28;2;18;36;19;8;0;0
537;1;525;8;0.150761835;40.40747513;79860;81120;7;16.15;21;2016;7;28;2;22;11;22;32;0;0
538;1;736;1;2.156856587;578.084824;24900;26100;1;16.15;20;2017;3;10;3;6;55;7;15;0;0
539;1;736;2;2.156856587;578.084824;52200;53400;8;16.15;20;2017;3;10;3;14;30;14;50;0;0
540;0;736;3;2.156856587;578.084824;60000;60600;7;1.47;10;2017;3;10;3;16;40;16;50;0;0
541;0;736;4;2.156856587;578.084824;68400;69000;8;1.47;10;2017;3;10;3;19;0;19;10;0;0
542;0;736;5;2.156856587;578.084824;71700;72000;7;0.49;5;2017;3;10;3;19;55;20;0;0;0
543;0;736;6;2.156856587;578.084824;79200;79500;8;1.47;5;2017;3;10;3;22;0;22;5;0;0
544;1;881;1;0.307715645;82.47453529;30600;31800;5;7.6;20;2017;4;15;2;8;30;8;50;0;0
545;1;881;2;0.307715645;82.47453529;36000;37800;8;7.6;30;2017;4;15;2;10;0;10;30;0;0
546;1;881;3;0.307715645;82.47453529;72900;74100;6;7.6;20;2017;4;15;2;20;15;20;35;0;0
547;1;881;4;0.307715645;82.47453529;74100;75300;8;7.6;20;2017;4;15;2;20;35;20;55;0;0
548;0;2009;1;3.641831846;976.0907304;16380;20400;1;7.2;67;2017;3;12;3;4;33;5;40;0;1
549;0;2009;2;3.641831846;976.0907304;54000;56700;5;9;45;2017;3;12;3;15;0;15;45;0;1
550;0;2009;3;3.641831846;976.0907304;59400;61800;8;1.8;40;2017;3;12;3;16;30;17;10;0;1
551;1;161;1;7.749608778;2077.064953;27000;27600;5;9.5;10;2016;12;48;6;7;30;7;40;0;0
552;1;161;2;7.749608778;2077.064953;30600;31200;8;9.5;10;2016;12;48;6;8;30;8;40;0;0
553;1;161;3;7.749608778;2077.064953;31200;31800;2;4.75;10;2016;12;48;6;8;40;8;50;0;0
554;1;161;4;7.749608778;2077.064953;36000;36300;8;4.75;5;2016;12;48;6;10;0;10;5;0;0
555;0;200;1;0.309404378;82.92715266;33600;35400;99;4.9;30;2017;5;19;4;9;20;9;50;0;1
556;0;200;2;0.309404378;82.92715266;43800;44400;4;0.98;10;2017;5;19;4;12;10;12;20;0;0
557;0;200;3;0.309404378;82.92715266;46800;48600;8;5.88;30;2017;5;19;4;13;0;13;30;0;1
558;0;200;4;0.309404378;82.92715266;62100;65400;7;6.86;55;2017;5;19;4;17;15;18;10;0;0
559;1;857;1;0.090813424;24.33998752;57000;57600;5;3.33;10;2016;6;25;4;15;50;16;0;0;1
560;1;857;2;0.090813424;24.33998752;61200;61800;8;3.33;10;2016;6;25;4;17;0;17;10;0;1
561;1;242;1;0.741160172;198.6471656;50400;51000;7;7.6;10;2017;8;31;7;14;0;14;10;0;0
562;1;242;2;0.741160172;198.6471656;57600;58200;9;7.6;10;2017;8;31;7;16;0;16;10;0;0
563;1;242;3;0.741160172;198.6471656;65700;69300;8;71.25;60;2017;8;31;7;18;15;19;15;0;0
564;1;2062;1;0.127151273;34.07932707;44100;44400;7;1.9;5;2017;5;18;1;12;15;12;20;0;1
565;1;2062;2;0.127151273;34.07932707;45000;50400;7;5.7;90;2017;5;18;1;12;30;14;0;0;1
566;1;2062;3;0.127151273;34.07932707;50400;51000;7;7.6;10;2017;5;18;1;14;0;14;10;0;1
567;1;2062;4;0.127151273;34.07932707;52200;52500;6;1.9;5;2017;5;18;1;14;30;14;35;0;1
568;1;2062;5;0.127151273;34.07932707;53100;53400;9;1.9;5;2017;5;18;1;14;45;14;50;0;1
569;1;2062;6;0.127151273;34.07932707;66600;66900;8;1.9;5;2017;5;18;1;18;30;18;35;0;1
570;1;763;1;0.4481396;120.111232;32400;35100;5;33.25;45;2017;3;11;3;9;0;9;45;0;0
571;0;763;2;0.4481396;120.111232;36000;37800;8;3.6;30;2017;3;11;3;10;0;10;30;0;0
572;0;763;3;0.4481396;120.111232;55800;56700;4;2.45;15;2017;3;11;3;15;30;15;45;0;0
573;1;763;4;0.4481396;120.111232;56700;58500;5;3.8;30;2017;3;11;3;15;45;16;15;0;0
574;1;763;5;0.4481396;120.111232;58800;59400;8;2.38;10;2017;3;11;3;16;20;16;30;0;0
575;1;763;6;0.4481396;120.111232;63000;65700;7;33.25;45;2017;3;11;3;17;30;18;15;0;0
576;703;1826;1;0.291674102;78.1750501;27600;28200;3;70703;10;2016;9;38;2;7;40;7;50;0;703
577;703;1826;2;0.291674102;78.1750501;47100;47700;8;70703;10;2016;9;38;2;13;5;13;15;0;703
578;1;852;1;0.278622543;74.67694626;32400;33000;5;1.9;10;2016;7;27;4;9;0;9;10;0;0
579;1;852;2;0.278622543;74.67694626;35100;35400;4;0.48;5;2016;7;27;4;9;45;9;50;0;0
580;1;852;3;0.278622543;74.67694626;35700;36000;8;1.9;5;2016;7;27;4;9;55;10;0;0;0
581;1;852;4;0.278622543;74.67694626;46500;47100;6;1.43;10;2016;7;27;4;12;55;13;5;0;0
582;1;852;5;0.278622543;74.67694626;47400;48000;8;1.43;10;2016;7;27;4;13;10;13;20;0;0
583;1;852;6;0.278622543;74.67694626;61200;61800;7;1.43;10;2016;7;27;4;17;0;17;10;0;0
584;1;852;7;0.278622543;74.67694626;67500;68100;8;1.43;10;2016;7;27;4;18;45;18;55;0;0
585;1;950;1;0.068480459;18.35426352;34200;36000;7;33.25;30;2017;5;19;2;9;30;10;0;0;0
586;1;950;2;0.068480459;18.35426352;50400;51300;7;9.5;15;2017;5;19;2;14;0;14;15;0;0
587;1;950;3;0.068480459;18.35426352;61200;64800;7;19;60;2017;5;19;2;17;0;18;0;0;0
588;1;1482;1;0.246307282;66.01574834;21300;22800;1;15.2;25;2017;6;23;5;5;55;6;20;0;1
589;1;1482;2;0.246307282;66.01574834;46200;47700;8;17.1;25;2017;6;23;5;12;50;13;15;0;1
590;0;1482;3;0.246307282;66.01574834;48300;48900;5;1.57;10;2017;6;23;5;13;25;13;35;0;0
591;0;1482;4;0.246307282;66.01574834;50700;51300;8;1.57;10;2017;6;23;5;14;5;14;15;0;0
592;1;1482;5;0.246307282;66.01574834;53700;54000;4;3.42;5;2017;6;23;5;14;55;15;0;0;0
593;1;1482;6;0.246307282;66.01574834;55200;55500;8;3.42;5;2017;6;23;5;15;20;15;25;0;0
594;1;1482;7;0.246307282;66.01574834;66900;69000;6;23.75;35;2017;6;23;5;18;35;19;10;0;0
595;1;1482;8;0.246307282;66.01574834;73500;76800;8;24.7;55;2017;6;23;5;20;25;21;20;0;0
596;1;1840;1;2.340717758;627.3636464;35100;36300;7;4.75;20;2017;3;12;1;9;45;10;5;0;0
597;1;1840;2;2.340717758;627.3636464;41400;42000;8;4.75;10;2017;3;12;1;11;30;11;40;0;0
598;0;1840;3;2.340717758;627.3636464;44100;44400;5;0.29;5;2017;3;12;1;12;15;12;20;0;0
599;0;1840;4;2.340717758;627.3636464;44700;45000;8;0.29;5;2017;3;12;1;12;25;12;30;0;0
600;1;1840;5;2.340717758;627.3636464;51300;51900;4;3.8;10;2017;3;12;1;14;15;14;25;0;0
601;1;1840;6;2.340717758;627.3636464;53400;57600;8;1.9;70;2017;3;12;1;14;50;16;0;0;0
602;0;1999;1;0.241923142;64.84070286;25800;35100;7;9994;155;2017;7;27;6;7;10;9;45;0;1
603;0;1999;2;0.241923142;64.84070286;41400;43200;7;10.8;30;2017;7;27;6;11;30;12;0;0;1
604;0;1999;3;0.241923142;64.84070286;57600;63600;7;9994;100;2017;7;27;6;16;0;17;40;0;1
605;0;1999;4;0.241923142;64.84070286;77400;0;7;9994;150;2017;7;27;6;21;30;0;0;1;1
606;1;372;1;0.385097155;103.2144754;25200;25800;6;7.6;10;2016;9;38;1;7;0;7;10;0;0
607;1;372;2;0.385097155;103.2144754;29400;30000;6;2.85;10;2016;9;38;1;8;10;8;20;0;0
608;1;372;3;0.385097155;103.2144754;30900;31500;8;4.75;10;2016;9;38;1;8;35;8;45;0;0
609;1;372;4;0.385097155;103.2144754;49200;49800;6;4.75;10;2016;9;38;1;13;40;13;50;0;0
610;1;372;5;0.385097155;103.2144754;50400;51000;6;9999;10;2016;9;38;1;14;0;14;10;0;0
611;0;1051;1;1.451846862;389.1267702;32400;36000;7;2.94;60;2017;1;2;2;9;0;10;0;0;0
612;0;1051;2;1.451846862;389.1267702;36300;36600;5;0.1;5;2017;1;2;2;10;5;10;10;0;0
613;0;1051;3;1.451846862;389.1267702;39300;39600;8;0.1;5;2017;1;2;2;10;55;11;0;0;0
614;1;1051;4;1.451846862;389.1267702;49500;50400;4;12.35;15;2017;1;2;2;13;45;14;0;0;0
615;1;1051;5;1.451846862;389.1267702;53100;54000;8;12.35;15;2017;1;2;2;14;45;15;0;0;0
616;0;1051;6;1.451846862;389.1267702;61200;63000;7;1.47;30;2017;1;2;2;17;0;17;30;0;0
617;0;1678;1;1.190225008;319.006381;57600;58800;4;1.89;20;2017;3;10;2;16;0;16;20;0;1
618;1;1678;2;1.190225008;319.006381;63000;63300;8;2;5;2017;3;10;2;17;30;17;35;0;0
619;1;1678;3;1.190225008;319.006381;64200;65100;7;2.85;15;2017;3;10;2;17;50;18;5;0;0
620;1;1678;4;1.190225008;319.006381;83400;84000;6;3.71;10;2017;3;10;2;23;10;23;20;0;0
621;1;1678;5;1.190225008;319.006381;84000;84600;7;2.38;10;2017;3;10;2;23;20;23;30;0;0
622;1;1678;6;1.190225008;319.006381;86100;600;6;1.62;15;2017;3;10;2;23;55;0;10;1;0
623;1;1109;1;0.785472853;210.523935;23400;24000;9;4.75;10;2016;9;38;4;6;30;6;40;0;0
624;1;1109;2;0.785472853;210.523935;27900;28800;8;4.75;15;2016;9;38;4;7;45;8;0;0;0
625;1;1109;3;0.785472853;210.523935;35700;36000;4;2.38;5;2016;9;38;4;9;55;10;0;0;1
626;1;1109;4;0.785472853;210.523935;36900;37200;8;2.38;5;2016;9;38;4;10;15;10;20;0;0
627;1;1109;5;0.785472853;210.523935;63600;64200;6;3.8;10;2016;9;38;4;17;40;17;50;0;1
628;1;1109;6;0.785472853;210.523935;66000;66600;8;3.8;10;2016;9;38;4;18;20;18;30;0;1
629;1;563;1;2.231551621;598.1047298;34500;35700;1;14.25;20;2017;1;2;2;9;35;9;55;0;1
630;1;563;2;2.231551621;598.1047298;61800;62400;5;1.9;10;2017;1;2;2;17;10;17;20;0;0
631;1;563;3;2.231551621;598.1047298;62400;63000;4;1.9;10;2017;1;2;2;17;20;17;30;0;0
632;1;563;4;2.231551621;598.1047298;72600;73200;7;5.7;10;2017;1;2;2;20;10;20;20;0;0
633;1;563;5;2.231551621;598.1047298;81000;81600;8;7.6;10;2017;1;2;2;22;30;22;40;0;0
634;0;970;1;0.778863793;208.752562;36900;44100;7;27.53;120;2016;7;29;1;10;15;12;15;0;0
635;1;970;2;0.778863793;208.752562;65700;66000;4;2.85;5;2016;7;29;1;18;15;18;20;0;0
636;1;970;3;0.778863793;208.752562;67800;68100;4;2.85;5;2016;7;29;1;18;50;18;55;0;0
637;0;970;4;0.778863793;208.752562;70200;70500;7;0.29;5;2016;7;29;1;19;30;19;35;0;0
638;0;970;5;0.778863793;208.752562;77400;77700;7;0.29;5;2016;7;29;1;21;30;21;35;0;0
639;1;614;1;0.70572945;189.1509557;44100;45900;5;19;30;2016;11;45;5;12;15;12;45;0;0
640;1;614;2;0.70572945;189.1509557;46800;49500;4;15.2;45;2016;11;45;5;13;0;13;45;0;1
641;1;614;3;0.70572945;189.1509557;49800;50400;2;3.8;10;2016;11;45;5;13;50;14;0;0;1
642;1;614;4;0.70572945;189.1509557;51000;51600;8;0.95;10;2016;11;45;5;14;10;14;20;0;1
643;1;614;5;0.70572945;189.1509557;60300;60900;6;6.65;10;2016;11;45;5;16;45;16;55;0;0
644;1;614;6;0.70572945;189.1509557;61200;62100;5;3.42;15;2016;11;45;5;17;0;17;15;0;0
645;1;614;7;0.70572945;189.1509557;65700;66600;8;2.95;15;2016;11;45;5;18;15;18;30;0;0
646;1;614;8;0.70572945;189.1509557;72900;73800;1;3.33;15;2016;11;45;5;20;15;20;30;0;0
647;1;194;1;0.469672628;125.8825551;48600;50700;6;26.6;35;2017;3;10;7;13;30;14;5;0;0
648;1;194;3;0.469672628;125.8825551;70200;70800;6;1.43;10;2017;3;10;7;19;30;19;40;0;0
649;1;194;4;0.469672628;125.8825551;71400;72000;8;1.43;10;2017;3;10;7;19;50;20;0;0;0
650;0;553;1;0.375105748;100.5365593;41400;42000;4;0.59;10;2017;4;16;5;11;30;11;40;0;0
651;0;553;2;0.375105748;100.5365593;43500;44100;8;0.59;10;2017;4;16;5;12;5;12;15;0;0
652;1;400;1;0.4527438;121.3452584;43200;46800;5;21.85;60;2017;3;9;5;12;0;13;0;0;0
653;1;400;2;0.4527438;121.3452584;50400;54000;8;21.85;60;2017;3;9;5;14;0;15;0;0;0
654;0;400;3;0.4527438;121.3452584;62100;62700;4;0.49;10;2017;3;9;5;17;15;17;25;0;0
655;0;400;4;0.4527438;121.3452584;64200;64800;8;0.49;10;2017;3;9;5;17;50;18;0;0;0
656;0;285;1;0.478642071;128.2865626;42300;42600;4;0.2;5;2017;3;10;6;11;45;11;50;0;0
657;0;285;2;0.478642071;128.2865626;43200;43500;8;0.2;5;2017;3;10;6;12;0;12;5;0;0
658;0;285;3;0.478642071;128.2865626;57600;58500;4;0.49;15;2017;3;10;6;16;0;16;15;0;0
659;0;285;4;0.478642071;128.2865626;60300;61200;8;0.49;15;2017;3;10;6;16;45;17;0;0;0
660;0;285;5;0.478642071;128.2865626;64800;72000;7;9994;120;2017;3;10;6;18;0;20;0;0;1
661;1;1239;1;0.082573258;22.13144246;29820;31140;5;20.9;22;2017;8;31;5;8;17;8;39;0;0
662;0;1239;2;0.082573258;22.13144246;41340;42840;4;0.98;25;2017;8;31;5;11;29;11;54;0;0
663;1;1239;3;0.082573258;22.13144246;49440;50760;8;20.9;22;2017;8;31;5;13;44;14;6;0;0
664;0;1239;4;0.082573258;22.13144246;57000;58500;4;0.49;25;2017;8;31;5;15;50;16;15;0;0
665;0;1239;5;0.082573258;22.13144246;58500;60300;8;0.49;30;2017;8;31;5;16;15;16;45;0;0
666;1;1419;1;0.206463034;55.33661693;33300;34800;7;15.2;25;2017;3;10;6;9;15;9;40;0;0
667;1;1419;2;0.206463034;55.33661693;45000;45300;4;1.14;5;2017;3;10;6;12;30;12;35;0;0
668;1;1419;3;0.206463034;55.33661693;45600;45900;9;1.14;5;2017;3;10;6;12;40;12;45;0;0
669;1;1419;4;0.206463034;55.33661693;65700;69000;8;16.34;55;2017;3;10;6;18;15;19;10;0;0
670;703;484;1;5.088100628;1363.722453;61200;80400;7;70703;320;2017;3;11;1;17;0;22;20;0;703
671;0;586;1;1.192759107;319.6855751;24600;26100;3;13.5;25;2017;1;4;4;6;50;7;15;0;1
672;0;586;2;1.192759107;319.6855751;56700;58500;8;13.5;30;2017;1;4;4;15;45;16;15;0;1
673;0;1464;1;0.30089566;80.64662984;33300;33720;4;0.98;7;2017;1;3;3;9;15;9;22;0;0
674;0;1464;2;0.30089566;80.64662984;34800;35220;8;0.98;7;2017;1;3;3;9;40;9;47;0;0
675;0;301;1;1.750094901;469.0637797;27600;28200;3;0.98;10;2017;3;10;1;7;40;7;50;0;0
676;0;301;2;1.750094901;469.0637797;47400;48000;8;0.98;10;2017;3;10;1;13;10;13;20;0;0
677;703;1905;1;1.860235381;498.5838414;25500;25800;4;70703;5;2017;1;4;5;7;5;7;10;0;703
678;703;1905;2;1.860235381;498.5838414;26100;26400;9;70703;5;2017;1;4;5;7;15;7;20;0;703
679;703;1905;3;1.860235381;498.5838414;36000;43200;5;70703;120;2017;1;4;5;10;0;12;0;0;703
680;703;1905;4;1.860235381;498.5838414;43500;46200;7;70703;45;2017;1;4;5;12;5;12;50;0;703
681;703;1905;5;1.860235381;498.5838414;54900;55500;4;70703;10;2017;1;4;5;15;15;15;25;0;703
682;703;1905;6;1.860235381;498.5838414;55800;56100;7;70703;5;2017;1;4;5;15;30;15;35;0;703
683;703;1905;7;1.860235381;498.5838414;60600;61200;8;70703;10;2017;1;4;5;16;50;17;0;0;703
684;1;607;1;1.160404028;311.013705;36000;36600;4;2.85;10;2017;5;21;5;10;0;10;10;0;0
685;1;607;2;1.160404028;311.013705;37200;37800;8;2.85;10;2017;5;21;5;10;20;10;30;0;0
686;1;607;3;1.160404028;311.013705;61200;63900;5;45.6;45;2017;5;21;5;17;0;17;45;0;0
687;1;607;4;1.160404028;311.013705;71100;72900;8;45.6;30;2017;5;21;5;19;45;20;15;0;0
688;0;1697;1;0.13028781;34.91998785;29700;30600;3;1.18;15;2017;3;9;4;8;15;8;30;0;0
689;0;1697;2;0.13028781;34.91998785;66600;67800;8;1.18;20;2017;3;9;4;18;30;18;50;0;0
690;1;804;1;1.483687772;397.6608317;23100;27960;2;191.9;81;2016;11;45;4;6;25;7;46;0;0
691;1;804;2;1.483687772;397.6608317;65100;69900;8;191.9;80;2016;11;45;4;18;5;19;25;0;0
692;703;348;1;1.898922295;508.952782;23400;25200;1;70703;30;2017;2;6;3;6;30;7;0;0;703
693;703;348;2;1.898922295;508.952782;57600;59400;9;70703;30;2017;2;6;3;16;0;16;30;0;703
694;703;348;3;1.898922295;508.952782;61200;61500;7;70703;5;2017;2;6;3;17;0;17;5;0;703
695;703;348;4;1.898922295;508.952782;65700;66000;8;70703;5;2017;2;6;3;18;15;18;20;0;703
696;0;1875;1;1.687559939;452.3030397;54000;57600;7;0.98;60;2017;1;1;7;15;0;16;0;0;0
697;0;1875;2;1.687559939;452.3030397;57600;57900;8;0.49;5;2017;1;1;7;16;0;16;5;0;0
698;1;1603;1;0.595719762;159.6659489;30600;31500;6;5.23;15;2017;5;19;2;8;30;8;45;0;0
699;1;1603;2;0.595719762;159.6659489;32100;33000;6;5.23;15;2017;5;19;2;8;55;9;10;0;0
700;1;1603;3;0.595719762;159.6659489;36420;37800;4;11.4;23;2017;5;19;2;10;7;10;30;0;0
701;1;1603;4;0.595719762;159.6659489;41700;43500;8;14.25;30;2017;5;19;2;11;35;12;5;0;0
702;1;1603;5;0.595719762;159.6659489;46920;47400;6;2.85;8;2017;5;19;2;13;2;13;10;0;0
703;1;1603;6;0.595719762;159.6659489;47700;48600;6;2.85;15;2017;5;19;2;13;15;13;30;0;0
704;1;1603;7;0.595719762;159.6659489;63000;63660;5;6.08;11;2017;5;19;2;17;30;17;41;0;0
705;1;1603;8;0.595719762;159.6659489;64800;67200;8;6.56;40;2017;5;19;2;18;0;18;40;0;0
706;1;921;1;0.346360114;92.83209972;24900;25800;6;7.6;15;2017;4;14;2;6;55;7;10;0;1
707;1;921;2;0.346360114;92.83209972;39900;40800;6;9.5;15;2017;4;14;2;11;5;11;20;0;1
708;1;921;3;0.346360114;92.83209972;40800;41400;6;5.7;10;2017;4;14;2;11;20;11;30;0;0
709;1;921;4;0.346360114;92.83209972;45600;46800;6;19;20;2017;4;14;2;12;40;13;0;0;1
710;0;921;5;0.346360114;92.83209972;57600;60300;7;3.92;45;2017;4;14;2;16;0;16;45;0;0
711;1;921;6;0.346360114;92.83209972;69600;70200;7;3.8;10;2017;4;14;2;19;20;19;30;0;1
712;1;921;7;0.346360114;92.83209972;77400;78000;8;3.8;10;2017;4;14;2;21;30;21;40;0;1
713;0;1094;1;0.898688883;240.8683118;31200;31800;6;0.1;10;2016;8;31;1;8;40;8;50;0;0
714;0;1094;2;0.898688883;240.8683118;35100;36300;6;3.6;20;2016;8;31;1;9;45;10;5;0;1
715;0;1094;3;0.898688883;240.8683118;40200;41400;6;3.6;20;2016;8;31;1;11;10;11;30;0;1
716;0;1094;4;0.898688883;240.8683118;54000;57300;6;13.5;55;2016;8;31;1;15;0;15;55;0;1
717;0;1094;5;0.898688883;240.8683118;61800;65100;8;13.5;55;2016;8;31;1;17;10;18;5;0;1
718;0;1027;1;0.159410755;42.72557518;36000;36600;4;0.39;10;2017;6;25;7;10;0;10;10;0;0
719;0;1027;2;0.159410755;42.72557518;36600;37200;8;0.39;10;2017;6;25;7;10;10;10;20;0;0
720;1;1027;3;0.159410755;42.72557518;45000;46200;7;3.8;20;2017;6;25;7;12;30;12;50;0;0
721;1;1027;4;0.159410755;42.72557518;50400;51900;8;3.8;25;2017;6;25;7;14;0;14;25;0;0
722;0;1027;5;0.159410755;42.72557518;53400;55800;7;2.45;40;2017;6;25;7;14;50;15;30;0;0
723;0;1027;6;0.159410755;42.72557518;64800;67500;7;2.94;45;2017;6;25;7;18;0;18;45;0;0
724;0;1243;1;0.419118124;112.3328404;27000;27900;3;0.88;15;2016;10;40;3;7;30;7;45;0;0
725;0;1243;2;0.419118124;112.3328404;54000;54900;8;0.88;15;2016;10;40;3;15;0;15;15;0;0
726;1;1243;3;0.419118124;112.3328404;59400;60600;7;7.6;20;2016;10;40;3;16;30;16;50;0;0
727;1;1243;4;0.419118124;112.3328404;66600;67800;8;7.6;20;2016;10;40;3;18;30;18;50;0;0
728;0;729;1;0.115748371;31.02309948;31800;32400;1;1.47;10;2016;10;43;6;8;50;9;0;0;0
729;1;729;2;0.115748371;31.02309948;56400;60600;7;23.75;70;2016;10;43;6;15;40;16;50;0;0
730;1;729;3;0.115748371;31.02309948;68400;72600;8;23.75;70;2016;10;43;6;19;0;20;10;0;0
731;1;1367;1;0.792481012;212.402275;31380;33000;5;5.7;27;2017;5;19;3;8;43;9;10;0;1
732;0;1367;2;0.792481012;212.402275;36480;41220;4;2.94;79;2017;5;19;3;10;8;11;27;0;0
733;1;1367;3;0.792481012;212.402275;41220;42480;8;5.7;21;2017;5;19;3;11;27;11;48;0;0
734;1;1367;4;0.792481012;212.402275;54600;55800;7;4.28;20;2017;5;19;3;15;10;15;30;0;0
735;1;1367;5;0.792481012;212.402275;58500;59820;8;4.28;22;2017;5;19;3;16;15;16;37;0;0
736;0;995;1;0.182471038;48.90623624;23400;26100;3;18.9;45;2017;5;22;2;6;30;7;15;0;1
737;1;995;2;0.182471038;48.90623624;45600;46200;4;4.75;10;2017;5;22;2;12;40;12;50;0;1
738;1;995;3;0.182471038;48.90623624;47700;50700;5;28.5;50;2017;5;22;2;13;15;14;5;0;0
739;1;995;4;0.182471038;48.90623624;68400;69000;8;3.8;10;2017;5;22;2;19;0;19;10;0;0
740;1;181;1;0.366612661;98.26022584;45600;45900;7;1.43;5;2017;1;4;6;12;40;12;45;0;0
741;1;181;2;0.366612661;98.26022584;46800;48000;7;9.5;20;2017;1;4;6;13;0;13;20;0;0
742;0;181;3;0.366612661;98.26022584;48000;55200;7;14.7;120;2017;1;4;6;13;20;15;20;0;0
743;1;181;4;0.366612661;98.26022584;58500;58800;8;1.43;5;2017;1;4;6;16;15;16;20;0;0
744;0;108;1;1.75283665;469.7986284;29700;30300;10;2.85;10;2016;8;33;7;8;15;8;25;0;708
745;1;108;2;1.75283665;469.7986284;36000;36900;7;7.13;15;2016;8;33;7;10;0;10;15;0;0
746;1;108;3;1.75283665;469.7986284;44700;45600;8;7.13;15;2016;8;33;7;12;25;12;40;0;0
747;1;820;1;0.900858873;241.4499165;26400;28200;6;14.25;30;2016;7;27;2;7;20;7;50;0;0
748;1;820;2;0.900858873;241.4499165;28200;30000;1;19;30;2016;7;27;2;7;50;8;20;0;0
749;1;820;3;0.900858873;241.4499165;45000;48600;2;57;60;2016;7;27;2;12;30;13;30;0;0
750;1;820;4;0.900858873;241.4499165;53100;54000;2;9.5;15;2016;7;27;2;14;45;15;0;0;0
751;1;820;5;0.900858873;241.4499165;61200;64800;2;57;60;2016;7;27;2;17;0;18;0;0;0
752;1;820;6;0.900858873;241.4499165;64800;66000;8;14.25;20;2016;7;27;2;18;0;18;20;0;0
753;1;820;7;0.900858873;241.4499165;66600;67800;10;14.25;20;2016;7;27;2;18;30;18;50;0;0
754;1;820;8;0.900858873;241.4499165;73800;75000;8;14.25;20;2016;7;27;2;20;30;20;50;0;0
755;1;1012;1;2.273382804;609.3164032;27300;28500;3;15.2;20;2016;11;48;2;7;35;7;55;0;0
756;0;1012;2;2.273382804;609.3164032;51600;51900;7;0.98;5;2016;11;48;2;14;20;14;25;0;0
757;1;1012;3;2.273382804;609.3164032;54900;57300;8;15.2;40;2016;11;48;2;15;15;15;55;0;0
758;0;389;1;5.230369455;1401.853616;26400;27300;5;0.49;15;2016;12;48;4;7;20;7;35;0;0
759;1;389;2;5.230369455;1401.853616;27600;29400;4;11.4;30;2016;12;48;4;7;40;8;10;0;0
760;1;389;3;5.230369455;1401.853616;32700;33300;5;2.85;10;2016;12;48;4;9;5;9;15;0;0
761;1;389;4;5.230369455;1401.853616;34800;35400;5;2.85;10;2016;12;48;4;9;40;9;50;0;0
762;1;389;5;5.230369455;1401.853616;36000;36900;8;11.4;15;2016;12;48;4;10;0;10;15;0;0
763;0;389;6;5.230369455;1401.853616;45900;48300;5;0.98;40;2016;12;48;4;12;45;13;25;0;0
764;0;389;7;5.230369455;1401.853616;69300;70200;5;0.49;15;2016;12;48;4;19;15;19;30;0;0
765;0;672;1;0.716979131;192.1661168;27600;28200;3;2.94;10;2017;4;14;1;7;40;7;50;0;0
766;0;672;2;0.716979131;192.1661168;51000;51600;8;2.94;10;2017;4;14;1;14;10;14;20;0;0
767;0;631;1;0.258402502;69.25753228;36000;36300;5;0.74;5;2017;4;17;7;10;0;10;5;0;0
768;1;631;2;0.258402502;69.25753228;38700;41700;5;34.2;50;2017;4;17;7;10;45;11;35;0;0
769;1;631;3;0.258402502;69.25753228;51060;53940;5;47.5;48;2017;4;17;7;14;11;14;59;0;0
770;1;631;4;0.258402502;69.25753228;61920;63540;8;14.25;27;2017;4;17;7;17;12;17;39;0;0
771;1;631;5;0.258402502;69.25753228;66600;68160;5;17.1;26;2017;4;17;7;18;30;18;56;0;0
772;1;631;6;0.258402502;69.25753228;79200;81120;8;17.1;32;2017;4;17;7;22;0;22;32;0;0
773;0;840;1;0.323983393;86.83464795;46800;48600;7;3.6;30;2017;6;23;4;13;0;13;30;0;1
774;0;840;2;0.323983393;86.83464795;50100;50400;5;0.29;5;2017;6;23;4;13;55;14;0;0;0
775;0;840;3;0.323983393;86.83464795;51000;53100;8;3.6;35;2017;6;23;4;14;10;14;45;0;1
776;0;421;1;0.51212673;137.2611847;32400;33000;4;1.47;10;2017;4;17;3;9;0;9;10;0;0
777;0;421;2;0.51212673;137.2611847;33840;34440;8;1.47;10;2017;4;17;3;9;24;9;34;0;0
